app_id,name,price_usd,is_free,genres,categories,tags,platforms,positive_review_percentage,total_reviews,release_year,metacritic_score,avg_playtime_hours,required_age,header_image,steam_store_url,short_description,embedding_text
251530,Anomaly Korea,4.99,False,"Action, Strategy","Single-player, Family Sharing","Strategy, Action, Tower Defense, Sci-fi, Indie, Singleplayer, Top-Down, RTS","Windows, Mac, Linux",78.44,784,2013.0,,3.4,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251530/header.jpg?t=1645103236,https://store.steampowered.com/app/251530,"Exclusively brought to Steam for PC, Mac and Linux in Anomaly Bundle, Anomaly Korea is an expansion campaign to Anomaly Warzone Earth. The alien robots are back and this time they’ve got Korea in their sights. It’s your job to lead a squad into fierce fire-fights and fend off the alien invasion.","Game: Anomaly Korea. Description: Exclusively brought to Steam for PC, Mac and Linux in Anomaly Bundle, Anomaly Korea is an expansion campaign to Anomaly Warzone Earth. The alien robots are back and this time they’ve got Korea in their sights. It’s your job to lead a squad into fierce fire-fights and fend off the alien invasion. Genres: Action, Strategy. Categories: Single-player, Family Sharing. Community tags: Strategy, Action, Tower Defense, Sci-fi, Indie, Singleplayer, Top-Down, RTS. Supported platforms: Windows, Mac, Linux. Developer: 11 bit studios."
34330,Total War: SHOGUN 2,5.99,False,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing","Strategy, Historical, Turn-Based Strategy, RTS, Grand Strategy, Tactical, Singleplayer, Real Time Tactics, Multiplayer, Diplomacy","Windows, Mac, Linux",90.65,24952,2011.0,90.0,42.3,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/201270/header.jpg?t=1763649183,https://store.steampowered.com/app/34330,Total War: SHOGUN 2 is the perfect mix of real-time and turn-based strategy gaming for newcomers and veterans alike.,"Game: Total War: SHOGUN 2. Description: Total War: SHOGUN 2 is the perfect mix of real-time and turn-based strategy gaming for newcomers and veterans alike. Genres: Strategy. Categories: Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing. Community tags: Strategy, Historical, Turn-Based Strategy, RTS, Grand Strategy, Tactical, Singleplayer, Real Time Tactics, Multiplayer, Diplomacy. Supported platforms: Windows, Mac, Linux. Developer: CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)."
444090,Paladins®,0.0,True,"Action, Adventure, Massively Multiplayer, Strategy, Free To Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",Not specified,Windows,0.0,0,2018.0,83.0,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444090/header.jpg?t=1713560419,https://store.steampowered.com/app/444090,"Paladins is the ultimate fantasy team-based shooter experience, with over 50 customizable Champions fighting in 5v5 action across a diverse Realm of modes and maps!","Game: Paladins®. Description: Paladins is the ultimate fantasy team-based shooter experience, with over 50 customizable Champions fighting in 5v5 action across a diverse Realm of modes and maps! Genres: Action, Adventure, Massively Multiplayer, Strategy, Free To Play. Categories: Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet. Community tags: Not specified. Supported platforms: Windows. Developer: Evil Mojo Games."
736260,Baba Is You,14.99,False,Indie,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Puzzle, Indie, Difficult, Singleplayer, Logic, Pixel Graphics, Cute, Programming, 2D, Sokoban","Windows, Mac, Linux",97.81,21921,2019.0,87.0,13.6,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/736260/header.jpg?t=1760102539,https://store.steampowered.com/app/736260,"Baba Is You is a puzzle game where the rules you have to follow are present as blocks you can interact with. By manipulating them, you can change how the game works, repurpose things you find in the levels and cause surprising interactions!","Game: Baba Is You. Description: Baba Is You is a puzzle game where the rules you have to follow are present as blocks you can interact with. By manipulating them, you can change how the game works, repurpose things you find in the levels and cause surprising interactions! Genres: Indie. Categories: Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing. Community tags: Puzzle, Indie, Difficult, Singleplayer, Logic, Pixel Graphics, Cute, Programming, 2D, Sokoban. Supported platforms: Windows, Mac, Linux. Developer: Hempuli Oy."
867210,Songs of Conquest,29.99,False,"Adventure, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","Local Multiplayer, Turn-Based Tactics, 4X, Tactical, Turn-Based Strategy, Turn-Based Combat, Fantasy, Strategy RPG, Strategy, Pixel Graphics","Windows, Mac",86.02,11676,2024.0,,12.8,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/867210/1b5b1025d51c42b6d4bb955737068e513b45382d/header.jpg?t=1772735495,https://store.steampowered.com/app/867210,"Raise mighty armies, wield ancient magic and forge an empire. This turn-based strategy adventure game fuses strategic decision making, tactical combat and kingdom management.","Game: Songs of Conquest. Description: Raise mighty armies, wield ancient magic and forge an empire. This turn-based strategy adventure game fuses strategic decision making, tactical combat and kingdom management. Genres: Adventure, RPG, Strategy. Categories: Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing. Community tags: Local Multiplayer, Turn-Based Tactics, 4X, Tactical, Turn-Based Strategy, Turn-Based Combat, Fantasy, Strategy RPG, Strategy, Pixel Graphics. Supported platforms: Windows, Mac. Developer: Lavapotion."
350640,Sherlock Holmes: The Devil's Daughter,2.99,False,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Adventure, Detective, Mystery, Story Rich, Puzzle, Crime, Thriller, Singleplayer, Third Person, Atmospheric",Windows,79.67,13788,2016.0,65.0,5.4,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/350640/header.jpg?t=1758522993,https://store.steampowered.com/app/350640,"Experience a fantastic adventure with unique gameplay that blends investigation, action and exploration in a breath-taking thriller that will test the limits of your nerves and intelligence. Play as the great detective and track down evil in the darkest corners of London and the human soul…","Game: Sherlock Holmes: The Devil's Daughter. Description: Experience a fantastic adventure with unique gameplay that blends investigation, action and exploration in a breath-taking thriller that will test the limits of your nerves and intelligence. Play as the great detective and track down evil in the darkest corners of London and the human soul… Genres: Action, Adventure. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing. Community tags: Adventure, Detective, Mystery, Story Rich, Puzzle, Crime, Thriller, Singleplayer, Third Person, Atmospheric. Supported platforms: Windows. Developer: Frogwares."
1409250,Harmless Demons,4.99,False,Indie,"Single-player, Family Sharing","Experimental, Puzzle, Investigation, 2D, Rogue-lite, Science, Demons, Mining, Detective, Lovecraftian",Windows,66.67,3,2020.0,,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1409250/header.jpg?t=1601075110,https://store.steampowered.com/app/1409250,"Harmless Demons is an experimental puzzle game, some kind of scientific/sadistic take on tamagotchi in which the player is given a mysterious creature whose behaviour he must study and understand through observations and genome exploration.","Game: Harmless Demons. Description: Harmless Demons is an experimental puzzle game, some kind of scientific/sadistic take on tamagotchi in which the player is given a mysterious creature whose behaviour he must study and understand through observations and genome exploration. Genres: Indie. Categories: Single-player, Family Sharing. Community tags: Experimental, Puzzle, Investigation, 2D, Rogue-lite, Science, Demons, Mining, Detective, Lovecraftian. Supported platforms: Windows. Developer: Percepied."
378100,Nyctophobia,1.99,False,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Indie, Adventure, Horror","Windows, Mac",44.83,609,2015.0,,3.9,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/378100/header.jpg?t=1469507647,https://store.steampowered.com/app/378100,"Your truck is wrecked, your flashlight is dimming and darkness surrounds you. Your fears come alive. Get to the generator and bring back the light before “The Keeper” finds you.","Game: Nyctophobia. Description: Your truck is wrecked, your flashlight is dimming and darkness surrounds you. Your fears come alive. Get to the generator and bring back the light before “The Keeper” finds you. Genres: Adventure, Indie. Categories: Single-player, Steam Achievements, Steam Trading Cards, Family Sharing. Community tags: Indie, Adventure, Horror. Supported platforms: Windows, Mac. Developer: Lightning Man Media."
253250,Stonehearth,19.99,False,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Trading Cards, Steam Workshop, Remote Play Together, Family Sharing","Colony Sim, City Builder, Building, Sandbox, Strategy, Survival, Simulation, Crafting, Voxel, Early Access","Windows, Mac",75.58,12729,2018.0,,32.2,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/253250/header.jpg?t=1545243901,https://store.steampowered.com/app/253250,"Pioneer a living world full of warmth, heroism, and mystery. Help a small group of settlers build a home for themselves in a forgotten land. Establish a food supply, build shelter, defend your people, monitor their moods, and find a way to grow and expand, facing challenges at every step.","Game: Stonehearth. Description: Pioneer a living world full of warmth, heroism, and mystery. Help a small group of settlers build a home for themselves in a forgotten land. Establish a food supply, build shelter, defend your people, monitor their moods, and find a way to grow and expand, facing challenges at every step. Genres: Indie, Simulation, Strategy. Categories: Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Trading Cards, Steam Workshop, Remote Play Together, Family Sharing. Community tags: Colony Sim, City Builder, Building, Sandbox, Strategy, Survival, Simulation, Crafting, Voxel, Early Access. Supported platforms: Windows, Mac. Developer: Radiant Entertainment."
880940,Pummel Party,14.99,False,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Multiplayer, Funny, Online Co-Op, 4 Player Local, Board Game, Party Game, Minigames, Local Multiplayer, Casual, Co-op",Windows,88.82,53814,2018.0,,12.2,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/880940/header.jpg?t=1725311353,https://store.steampowered.com/app/880940,Pummel Party is a 4-8 player online and local-multiplayer party game. Pummel friends or AI using a wide array of absurd items in the board mode and compete to destroy friendships in the unique collection of minigames.,"Game: Pummel Party. Description: Pummel Party is a 4-8 player online and local-multiplayer party game. Pummel friends or AI using a wide array of absurd items in the board mode and compete to destroy friendships in the unique collection of minigames. Genres: Action, Casual, Indie. Categories: Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing. Community tags: Multiplayer, Funny, Online Co-Op, 4 Player Local, Board Game, Party Game, Minigames, Local Multiplayer, Casual, Co-op. Supported platforms: Windows. Developer: Rebuilt Games."
478980,Mansions of Madness,0.0,True,"Adventure, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Remote Play Together","Adventure, Strategy, Board Game, Lovecraftian, Free to Play, Card Game, Horror, Co-op, Tabletop, Multiplayer","Windows, Mac",92.76,1188,2016.0,,11.1,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/478980/header.jpg?t=1746672312,https://store.steampowered.com/app/478980,"A companion app for the Mansions of Madness Second Edition board game from Fantasy Flight Games. Mansions of Madness is a cooperative game of mystery and investigation inspired by the writings of H. P. Lovecraft. During each game, one to five players explore a location to unravel a mystery.","Game: Mansions of Madness. Description: A companion app for the Mansions of Madness Second Edition board game from Fantasy Flight Games. Mansions of Madness is a cooperative game of mystery and investigation inspired by the writings of H. P. Lovecraft. During each game, one to five players explore a location to unravel a mystery. Genres: Adventure, Strategy. Categories: Single-player, Multi-player, Co-op, Shared/Split Screen, Remote Play Together. Community tags: Adventure, Strategy, Board Game, Lovecraftian, Free to Play, Card Game, Horror, Co-op, Tabletop, Multiplayer. Supported platforms: Windows, Mac. Developer: Fantasy Flight Games."
349440,The Undying Plague,0.49,False,"Action, Indie","Single-player, Steam Trading Cards, Stats, Family Sharing","Indie, Action, Zombies",Windows,44.12,170,2015.0,,5.6,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/349440/header.jpg?t=1686426662,https://store.steampowered.com/app/349440,"The Undying Plague is a top down shooter where your task is to fend off waves of attacking enemies and survive as long as possible. At your disposal will get a few weapons that we can improve for the money earned on the battlefield. Enter a world of pain, suffering and bloodthirsty zombies. Can you stop the plague?","Game: The Undying Plague. Description: The Undying Plague is a top down shooter where your task is to fend off waves of attacking enemies and survive as long as possible. At your disposal will get a few weapons that we can improve for the money earned on the battlefield. Enter a world of pain, suffering and bloodthirsty zombies. Can you stop the plague? Genres: Action, Indie. Categories: Single-player, Steam Trading Cards, Stats, Family Sharing. Community tags: Indie, Action, Zombies. Supported platforms: Windows. Developer: Pixel Theory Games."
1372280,MELTY BLOOD: TYPE LUMINA,49.99,False,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","Fighting, 2D Fighter, Anime, Pixel Graphics, Vampire, Arcade, Multiplayer, Competitive, PvP, Story Rich",Windows,88.36,9602,2021.0,,6.6,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372280/header.jpg?t=1759740620,https://store.steampowered.com/app/1372280,"This is the latest addition to the series of 2D fighting games based on TYPE-MOON's visual novel, Tsukihime. The curtain rises once more on dramatic battles played out with familiar characters from Tsukihime: A Piece of Blue Glass Moon.","Game: MELTY BLOOD: TYPE LUMINA. Description: This is the latest addition to the series of 2D fighting games based on TYPE-MOON's visual novel, Tsukihime. The curtain rises once more on dramatic battles played out with familiar characters from Tsukihime: A Piece of Blue Glass Moon. Genres: Action. Categories: Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing. Community tags: Fighting, 2D Fighter, Anime, Pixel Graphics, Vampire, Arcade, Multiplayer, Competitive, PvP, Story Rich. Supported platforms: Windows. Developer: FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.."
1265920,Life is Strange Remastered,39.99,False,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Stereo Sound, Subtitle Options, Family Sharing","Choices Matter, Story Rich, Female Protagonist, LGBTQ+, Multiple Endings, Romance, Emotional, Third Person, Drama, Adventure",Windows,89.08,6000,2022.0,,9.1,17,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1265920/header.jpg?t=1773409703,https://store.steampowered.com/app/1265920,Experience the BAFTA award-winning story of Life is Strange now beautifully remastered with enhanced visuals and vastly improved animation using mocap technology.,"Game: Life is Strange Remastered. Description: Experience the BAFTA award-winning story of Life is Strange now beautifully remastered with enhanced visuals and vastly improved animation using mocap technology. Genres: Action, Adventure. Categories: Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Stereo Sound, Subtitle Options, Family Sharing. Community tags: Choices Matter, Story Rich, Female Protagonist, LGBTQ+, Multiple Endings, Romance, Emotional, Third Person, Drama, Adventure. Supported platforms: Windows. Developer: Deck Nine."
